user_id,train_avg,prod_avg,drift
408,3.4545454545454546,4.0,0.5454545454545454
409,3.3333333333333335,3.0,-0.3333333333333335
410,2.6666666666666665,4.5,1.8333333333333335
412,3.0,3.0,0.0
413,3.0,3.0,0.0
415,3.0,3.0,0.0
418,4.0,4.0,0.0
419,4.666666666666667,4.0,-0.666666666666667
420,3.0,3.5,0.5
422,2.6666666666666665,4.0,1.3333333333333335
425,3.4,3.6666666666666665,0.2666666666666666
427,4.0,5.0,1.0
429,4.2,4.0,-0.20000000000000018
431,3.0,4.0,1.0
432,4.0,4.0,0.0
434,4.333333333333333,4.5,0.16666666666666696
437,3.5,4.0,0.5
440,3.789473684210526,4.0,0.2105263157894739
445,3.0,4.0,1.0
446,3.6666666666666665,3.0,-0.6666666666666665
448,3.5,3.5,0.0
454,3.5,3.0,-0.5
457,3.5,4.0,0.5
459,4.0,4.0,0.0
461,5.0,3.0,-2.0
462,3.75,3.5,-0.25
463,3.5,4.0,0.5
464,3.75,3.5,-0.25
466,3.5,3.0,-0.5
467,4.0,4.0,0.0
471,3.75,4.0,0.25
479,3.4285714285714284,4.0,0.5714285714285716
480,3.0,3.25,0.25
486,4.0,4.0,0.0
488,4.0,4.0,0.0
494,3.6666666666666665,4.0,0.3333333333333335
495,3.75,5.0,1.25
496,4.25,5.0,0.75
500,4.25,4.0,-0.25
504,4.0,4.0,0.0
507,3.5,3.5,0.0
510,4.0,4.0,0.0
511,3.8181818181818183,3.0,-0.8181818181818183
515,3.75,4.0,0.25
521,3.5,5.0,1.5
522,4.0,4.0,0.0
524,3.6666666666666665,4.0,0.3333333333333335
525,4.333333333333333,4.0,-0.33333333333333304
526,2.5,2.6666666666666665,0.16666666666666652
528,3.0,4.0,1.0
531,3.0,3.0,0.0
532,4.0,4.0,0.0
534,4.333333333333333,3.5,-0.833333333333333
537,3.25,4.0,0.75
539,4.0,4.333333333333333,0.33333333333333304
540,4.25,3.3333333333333335,-0.9166666666666665
541,4.0,4.0,0.0
542,3.0,4.0,1.0
544,3.0,2.3333333333333335,-0.6666666666666665
545,3.5,5.0,1.5
546,3.5,4.0,0.5
552,3.6666666666666665,3.0,-0.6666666666666665
554,4.0,3.5,-0.5
558,4.0,3.5,-0.5
565,3.6,4.0,0.3999999999999999
566,4.0,4.5,0.5
567,4.0,4.0,0.0
568,4.5,3.5,-1.0
573,4.25,4.0,-0.25
574,2.25,4.0,1.75
579,3.3333333333333335,3.5,0.16666666666666652
580,4.0,4.0,0.0
581,3.4,3.6666666666666665,0.2666666666666666
587,3.0,3.5,0.5
589,3.5,5.0,1.5
595,5.0,4.0,-1.0
598,3.5,3.0,-0.5
599,3.6666666666666665,3.0,-0.6666666666666665
601,4.0,3.5,-0.5
605,4.5,3.5,-1.0
607,4.0,4.0,0.0
612,4.666666666666667,3.0,-1.666666666666667
613,3.0,3.0,0.0
614,3.5625,3.5,-0.0625
618,3.5,3.0,-0.5
620,3.5,4.0,0.5
622,3.1666666666666665,3.0,-0.16666666666666652
625,4.0,4.0,0.0
626,3.0,4.0,1.0
628,3.5,3.5,0.0
631,3.4,4.0,0.6000000000000001
632,3.0,4.0,1.0
633,3.6,4.0,0.3999999999999999
634,4.5,4.0,-0.5
636,4.666666666666667,4.0,-0.666666666666667
640,3.0,4.0,1.0
642,3.5,4.333333333333333,0.833333333333333
645,3.3125,4.0,0.6875
647,3.0,3.0,0.0
650,4.0,5.0,1.0
652,4.0,4.5,0.5
654,4.0,3.5,-0.5
657,4.0,3.6666666666666665,-0.3333333333333335
664,4.0,4.333333333333333,0.33333333333333304
666,3.8125,3.5,-0.3125
667,3.3333333333333335,2.0,-1.3333333333333335
669,4.2,3.0,-1.2000000000000002
671,5.0,2.5,-2.5
673,5.0,4.0,-1.0
675,3.5,4.0,0.5
679,3.6,4.0,0.3999999999999999
680,3.8333333333333335,3.0,-0.8333333333333335
681,4.0,4.0,0.0
682,4.0,4.0,0.0
683,3.5555555555555554,5.0,1.4444444444444446
688,4.0,3.5,-0.5
689,3.6666666666666665,3.0,-0.6666666666666665
693,3.6666666666666665,3.0,-0.6666666666666665
694,4.5,4.0,-0.5
696,3.6666666666666665,4.0,0.3333333333333335
698,4.5,3.5,-1.0
703,3.5,3.0,-0.5
704,4.0,3.6666666666666665,-0.3333333333333335
708,3.3333333333333335,3.0,-0.3333333333333335
711,3.5,4.0,0.5
713,4.0,4.0,0.0
717,3.5,4.0,0.5
720,3.0,4.0,1.0
721,3.0,5.0,2.0
722,4.5,5.0,0.5
726,4.0,4.0,0.0
727,3.75,4.0,0.25
729,3.0,3.0,0.0
731,3.25,4.0,0.75
732,3.7142857142857144,4.0,0.2857142857142856
739,4.0,4.5,0.5
742,4.333333333333333,2.0,-2.333333333333333
743,3.4,3.5,0.10000000000000009
744,4.0,3.0,-1.0
745,3.5,3.0,-0.5
746,3.6666666666666665,4.0,0.3333333333333335
748,3.0,4.0,1.0
749,4.0,3.0,-1.0
754,3.25,4.0,0.75
757,4.0,4.0,0.0
758,4.666666666666667,3.5,-1.166666666666667
759,4.0,4.0,0.0
761,3.75,3.5,-0.25
763,3.0,3.0,0.0
767,3.0,3.5,0.5
769,3.6666666666666665,3.25,-0.4166666666666665
770,3.3333333333333335,4.0,0.6666666666666665
773,3.0,3.0,0.0
778,3.0,4.0,1.0
783,4.4,3.0,-1.4000000000000004
784,3.8,3.0,-0.7999999999999998
787,3.75,3.5,-0.25
788,4.0,4.0,0.0
793,3.8,5.0,1.2000000000000002
796,3.4,3.5,0.10000000000000009
798,4.0,4.0,0.0
799,3.25,2.0,-1.25
802,3.75,4.0,0.25
810,4.0,4.0,0.0
811,4.333333333333333,3.0,-1.333333333333333
812,2.6666666666666665,4.0,1.3333333333333335
814,4.533333333333333,5.0,0.4666666666666668
815,3.8333333333333335,3.4,-0.43333333333333357
816,4.0,3.6666666666666665,-0.3333333333333335
820,4.0,4.0,0.0
822,3.6666666666666665,3.0,-0.6666666666666665
824,4.0,4.0,0.0
828,3.5,3.5,0.0
830,3.75,4.0,0.25
833,4.0,3.0,-1.0
835,3.3333333333333335,4.0,0.6666666666666665
837,3.6666666666666665,4.0,0.3333333333333335
840,4.0,3.0,-1.0
842,3.0,3.6666666666666665,0.6666666666666665
844,4.0,4.0,0.0
845,2.6666666666666665,3.0,0.3333333333333335
847,5.0,4.0,-1.0
850,4.2,4.0,-0.20000000000000018
851,3.2857142857142856,3.5,0.2142857142857144
852,4.5,3.0,-1.5
853,3.75,5.0,1.25
858,3.0,2.5,-0.5
859,3.3333333333333335,3.0,-0.3333333333333335
860,3.5,4.5,1.0
863,3.5,4.0,0.5
866,3.0,3.0,0.0
867,3.0,2.0,-1.0
871,3.75,3.0,-0.75
872,3.8,3.0,-0.7999999999999998
875,4.0,3.5,-0.5
877,3.0,4.0,1.0
880,3.25,2.0,-1.25
885,4.333333333333333,4.333333333333333,0.0
886,4.0,4.5,0.5
887,4.0,3.5,-0.5
892,3.6315789473684212,3.0,-0.6315789473684212
893,3.8,4.0,0.20000000000000018
896,5.0,4.0,-1.0
901,3.0,3.0,0.0
905,3.25,4.0,0.75
906,3.0,3.0,0.0
913,3.9,4.0,0.10000000000000009
914,3.5,5.0,1.5
916,2.6666666666666665,3.0,0.3333333333333335
917,3.0,5.0,2.0
919,3.6666666666666665,3.6666666666666665,0.0
921,4.0,4.0,0.0
925,4.0,3.5,-0.5
929,3.8333333333333335,3.6666666666666665,-0.16666666666666696
930,2.875,3.0,0.125
932,3.0,3.0,0.0
933,4.0,3.5,-0.5
935,3.5,4.0,0.5
940,3.3333333333333335,2.8,-0.5333333333333337
944,3.5,4.0,0.5
947,4.333333333333333,3.0,-1.333333333333333
949,4.0,3.25,-0.75
951,3.75,4.0,0.25
952,4.0,4.0,0.0
957,1.6666666666666667,2.0,0.33333333333333326
962,3.3125,3.0,-0.3125
963,4.0,4.0,0.0
976,3.5,4.0,0.5
977,3.736842105263158,3.5,-0.23684210526315796
979,3.6,3.0,-0.6000000000000001
982,4.0,3.0,-1.0
984,3.5,3.0,-0.5
985,4.0,3.6666666666666665,-0.3333333333333335
989,3.0,3.0,0.0
990,3.5,4.0,0.5
993,4.5,3.5,-1.0
994,4.416666666666667,4.0,-0.41666666666666696
996,2.5,3.0,0.5
1001,3.380952380952381,4.0,0.6190476190476191
1005,3.3529411764705883,4.0,0.6470588235294117
1008,4.0,3.0,-1.0
1009,3.8,4.0,0.20000000000000018
1011,3.0,3.0,0.0
1015,3.75,3.5,-0.25
1017,4.2,4.5,0.2999999999999998
1020,3.6666666666666665,4.0,0.3333333333333335
1024,3.0,4.0,1.0
1029,4.142857142857143,4.0,-0.14285714285714324
1031,3.3333333333333335,3.0,-0.3333333333333335
1032,3.0,3.0,0.0
1035,3.5,4.0,0.5
1037,4.0,4.0,0.0
1039,3.5,3.0,-0.5
1040,4.0,4.0,0.0
1045,3.8,4.0,0.20000000000000018
1046,4.0,4.0,0.0
1049,3.0,3.5,0.5
1051,3.3333333333333335,4.0,0.6666666666666665
1053,4.0,3.0,-1.0
1055,3.0,3.0,0.0
1059,4.0,4.0,0.0
1060,4.2,5.0,0.7999999999999998
1061,2.5,2.0,-0.5
1064,4.0,4.0,0.0
1065,4.2,4.0,-0.20000000000000018
1071,3.5,4.0,0.5
1073,3.3,4.0,0.7000000000000002
1078,3.6666666666666665,4.0,0.3333333333333335
1079,5.0,3.5,-1.5
1085,4.0,3.5,-0.5
1091,3.3333333333333335,3.0,-0.3333333333333335
1092,4.0,4.0,0.0
1099,3.0,3.0,0.0
1100,3.5,3.5,0.0
1102,4.0,3.5,-0.5
1107,2.6666666666666665,4.0,1.3333333333333335
1108,4.0,4.0,0.0
1110,4.388888888888889,3.0,-1.3888888888888893
1117,3.0,4.0,1.0
1119,3.5,3.0,-0.5
1123,4.0,3.5,-0.5
1126,4.0,2.0,-2.0
1128,3.0,3.0,0.0
1133,4.0,3.5,-0.5
1134,3.6666666666666665,4.0,0.3333333333333335
1137,4.0,3.0,-1.0
1142,3.6666666666666665,3.6666666666666665,0.0
1145,5.0,4.0,-1.0
1148,4.0,5.0,1.0
1151,4.0,4.0,0.0
1153,4.0,4.0,0.0
1154,3.5,5.0,1.5
1157,4.333333333333333,4.0,-0.33333333333333304
1158,4.3076923076923075,5.0,0.6923076923076925
1160,3.25,4.0,0.75
1161,4.0,3.0,-1.0
1162,3.5,3.3333333333333335,-0.16666666666666652
1165,4.0,4.0,0.0
1166,3.8,4.0,0.20000000000000018
1173,4.2,5.0,0.7999999999999998
1174,5.0,5.0,0.0
1175,4.333333333333333,3.0,-1.333333333333333
1178,4.0,4.0,0.0
1179,3.5,3.0,-0.5
1181,4.0,2.0,-2.0
1182,3.6666666666666665,5.0,1.3333333333333335
1183,3.3333333333333335,5.0,1.6666666666666665
1186,3.3333333333333335,3.5,0.16666666666666652
1188,4.0,3.0,-1.0
1189,3.0,3.0,0.0
1194,4.4,4.0,-0.40000000000000036
1195,2.0,3.5,1.5
1198,4.6,4.0,-0.5999999999999996
1200,3.357142857142857,3.0,-0.3571428571428572
1205,4.6,4.333333333333333,-0.2666666666666666
1206,5.0,3.5,-1.5
1207,3.5,3.0,-0.5
1209,4.333333333333333,4.0,-0.33333333333333304
1210,3.0,3.3333333333333335,0.3333333333333335
1212,4.0,4.0,0.0
1214,4.0,4.0,0.0
1218,2.75,2.6666666666666665,-0.08333333333333348
1221,2.5,4.0,1.5
1224,2.5,4.0,1.5
1229,4.0,4.5,0.5
1231,5.0,4.0,-1.0
1232,3.5,4.0,0.5
1235,4.0,4.0,0.0
1237,3.6,3.0,-0.6000000000000001
1238,4.0,3.0,-1.0
1239,3.3333333333333335,4.0,0.6666666666666665
1240,4.666666666666667,4.0,-0.666666666666667
1246,3.6666666666666665,5.0,1.3333333333333335
1247,3.5,3.6,0.10000000000000009
1250,4.0,4.0,0.0
1252,4.5,4.0,-0.5
1253,4.0,3.0,-1.0
1254,3.0,3.0,0.0
1258,3.5,3.5,0.0
1260,3.8125,4.5,0.6875
1261,4.0,4.0,0.0
1264,3.0,3.5,0.5
1267,3.0,3.0,0.0
1271,3.5,3.0,-0.5
1273,3.625,4.0,0.375
1275,3.0,4.0,1.0
1276,4.0,3.0,-1.0
1281,4.0,3.0,-1.0
1284,4.0,4.0,0.0
1287,4.0,3.5,-0.5
1291,4.0,3.5,-0.5
1292,3.3333333333333335,3.6666666666666665,0.33333333333333304
1295,4.285714285714286,5.0,0.7142857142857144
1296,3.0,5.0,2.0
1299,3.0,3.0,0.0
1301,3.3333333333333335,4.0,0.6666666666666665
1302,4.333333333333333,3.0,-1.333333333333333
1304,4.25,4.0,-0.25
1311,4.0,4.0,0.0
1312,2.0,3.0,1.0
1314,3.3333333333333335,4.0,0.6666666666666665
1315,3.1538461538461537,3.0,-0.15384615384615374
1316,2.5,2.0,-0.5
1317,4.0,4.0,0.0
1326,4.0,4.0,0.0
1327,3.4705882352941178,4.0,0.5294117647058822
1328,4.0,4.0,0.0
1331,4.666666666666667,4.0,-0.666666666666667
1333,4.333333333333333,3.0,-1.333333333333333
1335,3.3333333333333335,3.5,0.16666666666666652
1341,3.3333333333333335,4.0,0.6666666666666665
1343,3.4285714285714284,3.0,-0.4285714285714284
1345,4.5,4.0,-0.5
1348,4.5,4.0,-0.5
1350,3.6,4.0,0.3999999999999999
1354,2.611111111111111,3.0,0.38888888888888884
1355,3.5,4.0,0.5
1356,4.0,4.0,0.0
1358,3.5,4.0,0.5
1359,3.75,3.0,-0.75
1361,4.0,3.5,-0.5
1365,4.0,4.0,0.0
1370,4.0,4.0,0.0
1375,4.0,4.0,0.0
1376,4.8,5.0,0.20000000000000018
1382,4.0,5.0,1.0
1387,4.0,3.6666666666666665,-0.3333333333333335
1389,3.5,4.0,0.5
1390,4.5,4.0,-0.5
1399,4.0,4.0,0.0
1402,3.5,4.0,0.5
1405,4.0,5.0,1.0
1406,3.3333333333333335,3.0,-0.3333333333333335
1407,4.333333333333333,4.0,-0.33333333333333304
1410,3.6666666666666665,3.6666666666666665,0.0
1411,3.4,5.0,1.6
1412,3.6,5.0,1.4
1413,3.0,5.0,2.0
1415,4.0,3.0,-1.0
1416,4.2,3.0,-1.2000000000000002
1422,3.1333333333333333,3.0,-0.1333333333333333
1423,3.6666666666666665,4.0,0.3333333333333335
1426,3.4285714285714284,3.0,-0.4285714285714284
1431,3.4285714285714284,3.0,-0.4285714285714284
1434,4.5,5.0,0.5
1435,4.0,5.0,1.0
1439,2.6666666666666665,4.666666666666667,2.0000000000000004
1441,4.4,4.0,-0.40000000000000036
1442,4.5,4.0,-0.5
1447,3.5,3.5,0.0
1452,3.0,3.0,0.0
1453,4.5,3.0,-1.5
1458,4.0,3.0,-1.0
1461,3.0,3.0,0.0
1465,3.5,3.0,-0.5
1466,3.5,4.0,0.5
1467,3.0,3.5,0.5
1468,3.5,4.0,0.5
1472,4.333333333333333,5.0,0.666666666666667
1479,5.0,4.0,-1.0
1484,3.75,3.0,-0.75
1485,4.0,4.0,0.0
1491,3.0,4.0,1.0
1493,3.0,3.0,0.0
1494,4.333333333333333,2.5,-1.833333333333333
1495,3.7777777777777777,4.0,0.22222222222222232
1496,4.0,4.0,0.0
1499,4.0,3.5,-0.5
1501,3.6,4.0,0.3999999999999999
1504,4.4,4.0,-0.40000000000000036
1507,3.5,4.333333333333333,0.833333333333333
1508,4.0,4.0,0.0
1509,5.0,3.0,-2.0
1517,5.0,5.0,0.0
1522,3.8823529411764706,4.5,0.6176470588235294
1523,4.0,3.0,-1.0
1525,3.0,4.0,1.0
1526,3.0,3.6,0.6000000000000001
1527,4.0,3.0,-1.0
1529,3.6,4.0,0.3999999999999999
1530,3.75,3.5,-0.25
1531,4.0,4.0,0.0
1532,3.0,3.0,0.0
1533,4.0,5.0,1.0
1534,4.0,3.0,-1.0
1536,4.0,3.0,-1.0
1540,3.0,4.0,1.0
1542,3.0,3.5,0.5
1544,3.375,4.0,0.625
1548,3.5,4.0,0.5
1551,3.5,4.0,0.5
1552,4.0,4.0,0.0
1554,3.7,4.0,0.2999999999999998
1556,3.0,3.0,0.0
1557,4.0,3.5,-0.5
1562,4.666666666666667,5.0,0.33333333333333304
1563,3.0,3.0,0.0
1564,4.0,4.0,0.0
1567,3.1666666666666665,4.0,0.8333333333333335
1568,3.2,4.0,0.7999999999999998
1570,4.0,3.5,-0.5
1575,4.2,4.0,-0.20000000000000018
1579,3.5,3.0,-0.5
1580,2.25,1.0,-1.25
1581,3.0,4.0,1.0
1583,3.0,3.3333333333333335,0.3333333333333335
1586,4.5,4.0,-0.5
1587,3.0,3.3333333333333335,0.3333333333333335
1589,3.6666666666666665,4.0,0.3333333333333335
1590,4.0,4.5,0.5
1592,3.0,3.5,0.5
1594,3.0,3.0,0.0
1599,3.6,4.0,0.3999999999999999
1601,3.2,3.6666666666666665,0.46666666666666634
1602,4.0,4.333333333333333,0.33333333333333304
1604,3.6666666666666665,3.3333333333333335,-0.33333333333333304
1606,4.0,4.0,0.0
1608,3.388888888888889,4.0,0.6111111111111112
1610,3.6666666666666665,4.0,0.3333333333333335
1611,3.3333333333333335,5.0,1.6666666666666665
1613,3.5,4.0,0.5
1614,4.0,5.0,1.0
1616,3.0,2.0,-1.0
1620,4.166666666666667,3.0,-1.166666666666667
1630,3.3333333333333335,4.0,0.6666666666666665
1631,3.5,4.5,1.0
1632,3.6666666666666665,4.0,0.3333333333333335
1634,4.0,4.0,0.0
1635,3.8333333333333335,3.0,-0.8333333333333335
1638,4.0,4.0,0.0
1639,2.0,4.0,2.0
1640,2.6923076923076925,3.0,0.3076923076923075
1644,3.25,3.25,0.0
1647,4.0,3.5,-0.5
1649,5.0,5.0,0.0
1658,4.5,5.0,0.5
1660,4.666666666666667,5.0,0.33333333333333304
1662,2.0,3.0,1.0
1663,3.0,3.0,0.0
1664,4.0,4.0,0.0
1666,4.5,4.0,-0.5
1673,3.0,3.0,0.0
1678,2.0,3.0,1.0
1679,4.5,4.0,-0.5
1684,4.5,4.0,-0.5
1686,3.909090909090909,4.0,0.09090909090909083
1687,3.5,3.0,-0.5
1688,3.5,4.0,0.5
1689,4.0,4.0,0.0
1696,4.333333333333333,4.5,0.16666666666666696
1699,3.0,3.0,0.0
1702,3.0,4.0,1.0
1704,3.5,5.0,1.5
1708,3.75,3.0,-0.75
1711,3.6666666666666665,3.0,-0.6666666666666665
1712,3.5,3.0,-0.5
1717,4.5,3.3333333333333335,-1.1666666666666665
1719,3.5,4.333333333333333,0.833333333333333
1721,4.0,4.0,0.0
1723,3.0,3.0,0.0
1726,3.0,2.5,-0.5
1727,4.0,4.0,0.0
1730,4.25,4.5,0.25
1731,3.5,4.0,0.5
1734,3.8,3.0,-0.7999999999999998
1743,4.0,4.0,0.0
1744,4.0,4.0,0.0
1746,4.0,3.0,-1.0
1748,3.3333333333333335,4.0,0.6666666666666665
1751,4.0,4.0,0.0
1753,4.0,3.5,-0.5
1754,4.0,3.0,-1.0
1757,4.0,3.5,-0.5
1760,3.0,3.0,0.0
1764,3.5,3.3333333333333335,-0.16666666666666652
1766,4.0,3.5,-0.5
1767,3.5238095238095237,3.0,-0.5238095238095237
1771,3.0,3.0,0.0
1772,4.0,4.0,0.0
1773,3.6666666666666665,3.0,-0.6666666666666665
1778,3.0,3.0,0.0
1779,3.0,3.5,0.5
1780,4.2,4.0,-0.20000000000000018
1783,3.4,3.0,-0.3999999999999999
1786,3.75,5.0,1.25
1787,3.5,4.0,0.5
1790,3.75,4.0,0.25
1793,3.6666666666666665,4.0,0.3333333333333335
1795,3.0,4.0,1.0
1796,3.0,4.0,1.0
1798,3.2,3.0,-0.20000000000000018
1799,3.0,4.0,1.0
1803,4.0,4.0,0.0
1804,3.6666666666666665,4.0,0.3333333333333335
1806,4.0,3.5,-0.5
1809,4.75,4.0,-0.75
1812,3.6666666666666665,3.0,-0.6666666666666665
1814,3.6666666666666665,4.0,0.3333333333333335
1817,4.333333333333333,4.5,0.16666666666666696
1821,3.5,3.0,-0.5
1823,4.0,3.5,-0.5
1824,3.0,4.0,1.0
1827,5.0,3.0,-2.0
1832,4.0,4.0,0.0
1838,5.0,4.5,-0.5
1840,3.9285714285714284,4.0,0.07142857142857162
1844,3.0,3.3333333333333335,0.3333333333333335
1850,2.65,3.0,0.3500000000000001
1857,4.5,4.0,-0.5
1859,3.5,4.0,0.5
1860,3.0,5.0,2.0
1865,3.0,3.5,0.5
1868,3.0,3.0,0.0
1869,3.0,5.0,2.0
1871,3.5,4.0,0.5
1872,4.666666666666667,4.0,-0.666666666666667
1875,4.0,4.0,0.0
1877,3.0,4.0,1.0
1879,2.642857142857143,4.0,1.3571428571428572
1884,4.0,3.5,-0.5
1889,4.333333333333333,4.0,-0.33333333333333304
1891,4.5,4.0,-0.5
1892,3.0,3.0,0.0
1893,4.333333333333333,5.0,0.666666666666667
1894,4.0,4.5,0.5
1896,3.5,4.5,1.0
1898,4.5,4.0,-0.5
1901,4.0,4.0,0.0
1906,3.75,5.0,1.25
1909,3.75,4.0,0.25
1911,3.6,3.5,-0.10000000000000009
